Product,Seller_ID,Item_Category,Subcategory_1,Subcategory_2,General_Rating,Listing_Date,Purchase_Date
P-5982,B-1569,mobiles accessories,mobile accessories,mobile pouches,2.4,5/3/18,
P-5973,B-1569,mobiles accessories,mobile accessories,mobile pouches,4,5/3/18,10/31/21
P-1512,B-278,mobiles accessories,tablet accessories,cases covers,4.3,1/1/19,10/4/21
P-9326,B-2415,mobiles accessories,tablet accessories,cases covers,3.3,1/1/19,9/10/21
P-7416,B-1991,mobiles accessories,tablet accessories,cases covers,3.1,1/1/19,11/30/21
P-5656,B-1512,mobiles accessories,tablet accessories,cases covers,3.7,1/1/19,1/27/21
P-5981,B-1569,mobiles accessories,mobile accessories,mobile pouches,1.4,5/3/19,12/10/21
P-12058,B-3218,mobiles accessories,mobile accessories,power banks,2.6,5/3/19,7/27/21
P-4151,B-1076,mobiles accessories,mobile accessories,cables,2.1,7/3/19,4/14/21
P-233,B-66,mobiles accessories,mobile accessories,headphones,2.1,11/3/19,4/26/21
P-2079,B-462,mobiles accessories,mobile accessories,screen protectors,1.8,12/3/19,10/6/21
P-3271,B-850,mobiles accessories,tablet accessories,cases covers,2.5,1/1/20,11/8/21
P-4890,B-1292,mobiles accessories,tablet accessories,cases covers,1.1,1/1/20,8/18/21
P-4660,B-1237,mobiles accessories,tablet accessories,cases covers,1.6,1/1/20,8/31/21
P-3274,B-850,mobiles accessories,tablet accessories,cases covers,3.5,1/1/20,1/11/21
P-9330,B-2415,mobiles accessories,tablet accessories,cases covers,1.6,1/1/20,4/16/21
P-5655,B-1512,mobiles accessories,tablet accessories,cases covers,3.1,1/1/20,4/20/21
P-5970,B-1569,mobiles accessories,mobile accessories,mobile pouches,3.7,5/3/20,10/7/21
P-2696,B-696,mobiles accessories,mobile accessories,screen protectors,4.4,12/3/20,10/18/21
P-11061,B-2933,mobiles accessories,tablet accessories,cases covers,2.8,12/20/14,4/3/21
P-11070,B-2937,mobiles accessories,tablet accessories,cases covers,2.4,12/20/15,10/30/21
P-9971,B-2609,mobiles accessories,mobile accessories,speakers,1.7,5/20/15,12/8/21
P-9970,B-2609,mobiles accessories,mobile accessories,speakers,4.9,5/20/15,3/13/21
P-2187,B-502,mobiles accessories,mobile accessories,mobile body panels,4.7,6/20/18,8/22/21
P-4009,B-1033,mobiles accessories,mobile accessories,mobile cables,3.3,6/20/20,3/27/21
P-2184,B-502,mobiles accessories,mobile accessories,mobile body panels,4.5,6/20/20,2/24/21
P-12258,B-3269,mobiles accessories,mobile accessories,chargers,2.3,3/25/15,3/8/21
P-12264,B-3269,mobiles accessories,mobile accessories,chargers,2.6,3/25/16,5/25/21
P-12261,B-3269,mobiles accessories,mobile accessories,chargers,1.9,3/25/17,2/24/21
P-7923,B-2114,mobiles accessories,mobile accessories,earphone cable organizers,2.1,3/25/17,10/12/21
P-4014,B-1033,mobiles accessories,mobile accessories,mobile chargers,3.4,6/28/15,10/21/21
P-7739,B-2059,mobiles accessories,mobile accessories,chargers,4.8,4/29/17,8/29/21
P-10232,B-2714,mobiles accessories,mobile accessories,otg adapters,3,4/29/19,12/17/21
P-239,B-68,mobiles accessories,mobile accessories,cables,3.1,12/31/12,8/6/21
P-1758,B-374,mobiles accessories,tablet accessories,cases covers,1.1,12/31/12,2/17/21
P-4885,B-1290,mobiles accessories,tablet accessories,cases covers,2.6,12/31/14,
P-5476,B-1458,mobiles accessories,tablet accessories,cases covers,2.7,12/31/14,
P-3672,B-942,mobiles accessories,tablet accessories,cases covers,2.8,12/31/15,4/20/21
P-10187,B-2701,mobiles accessories,tablet accessories,cases covers,4.7,12/31/16,4/30/21
P-5453,B-1448,mobiles accessories,tablet accessories,cases covers,1.2,12/31/17,
P-5479,B-1458,mobiles accessories,tablet accessories,cases covers,3.1,12/31/17,12/2/21
P-10188,B-2701,mobiles accessories,tablet accessories,cases covers,4.3,12/31/19,7/13/21
P-7467,B-2000,mobiles accessories,accessories,newgen tech eo hs3303 218 wired headset white,3.1,12/6/20,8/21/21
P-7811,B-2077,sunglasses,accessories,olvin aviator sunglasses,4,10/5/14,7/17/21
P-10540,B-3078,pens stationery,school supplies,geometry pen pencil boxes,2.8,1/12/12,3/19/21
P-8366,B-2198,pens stationery,pens,roller ball pens,3.3,12/12/12,8/7/21
P-2876,B-3078,pens stationery,office supplies,desk organizers,3.5,1/1/13,9/1/21
P-3304,B-3078,pens stationery,school supplies,geometry pen pencil boxes,1.5,1/12/13,2/14/21
P-8798,B-3078,pens stationery,college supplies,geometry pencil boxes,2.1,1/12/13,4/17/21
P-9897,B-3078,pens stationery,school supplies,geometry pen pencil boxes,1.6,1/12/14,2/6/21
P-8773,B-2260,pens stationery,school supplies,water bottles,1.8,7/6/14,8/8/21
P-8364,B-2198,pens stationery,pens,ball pens,1.7,12/12/14,6/6/21
P-7398,B-3078,pens stationery,college supplies,geometry pencil boxes,2.8,1/12/15,9/7/21
P-3306,B-3078,pens stationery,school supplies,geometry pen pencil boxes,1.2,1/12/15,7/9/21
P-9510,B-3078,pens stationery,school supplies,geometry pen pencil boxes,2.7,1/12/16,5/9/21
P-111,B-29,pens stationery,office supplies,files and folders,3.9,3/3/16,1/28/21
P-4807,B-3078,pens stationery,office supplies,desk organizers,2.3,1/1/17,10/28/21
P-9509,B-3078,pens stationery,school supplies,geometry pen pencil boxes,4.4,1/12/17,6/10/21
P-11399,B-3032,pens stationery,office supplies,tucasa office supplies,1.3,2/3/18,
P-2033,B-443,pens stationery,pens,ball pens,4,2/4/18,5/30/21
P-8367,B-2198,pens stationery,pens,ball pens,2.8,12/12/18,3/26/21
P-3019,B-3078,pens stationery,school supplies,geometry pen pencil boxes,4.4,1/12/19,5/21/21
P-11400,B-3032,pens stationery,office supplies,tucasa office supplies,1.8,2/3/19,6/14/21
P-7042,B-1864,pens stationery,office equipments,home security cameras,4.1,4/16/19,10/2/21
P-8412,B-2214,pens stationery,pens,fountain pens,4,3/18/17,2/28/21
P-2832,B-733,pens stationery,office supplies,key chains,2.9,5/20/20,3/12/21
P-4208,B-1083,pens stationery,office supplies,office supplies accessories,3.9,2/24/16,
P-6769,B-1798,pens stationery,school supplies,pencils pen pencil boxes,4.8,3/25/16,3/6/21
P-2089,B-465,pens stationery,art supplies,sketch paint markers,4.2,3/25/20,1/10/21
P-11226,B-3078,pens stationery,office supplies,punches punching machines,1.8,12/29/13,8/8/21
P-1110,B-165,pens stationery,office supplies,amy office supplies,3.5,12/29/13,1/20/21
P-1095,B-165,pens stationery,office supplies,amy office supplies,2.7,12/29/18,11/17/21
P-1106,B-165,pens stationery,office supplies,amy office supplies,2.4,12/29/19,7/21/21
P-6660,B-1753,pens stationery,college supplies,pens notebooks,2.8,4/29/17,2/1/21
P-2337,B-555,pens stationery,office supplies,clairefontaine office supplies,3.5,12/31/12,9/7/21
P-2336,B-555,pens stationery,office supplies,clairefontaine office supplies,1.6,12/31/16,3/4/21
P-11119,B-2945,pens stationery,office supplies,diaries,1.7,12/31/18,3/14/21
P-8331,B-2184,pet supplies,pet apparel,petto raincoat for dog cat grey green,4.5,5/3/20,12/4/21
P-10005,B-2624,pet supplies,grooming,skin coat care,4.8,3/25/14,11/27/21
P-10006,B-2624,pet supplies,grooming,skin coat care,2.1,3/25/18,5/24/21
P-8487,B-2236,jewelry,bangles bracelets armlets,pout brass bangle,1,10/5/13,2/28/21
P-8529,B-2247,home furnishing,accessories,prime printed 8 seater table cover multicolor,2.9,4/19/19,9/17/21
P-8802,B-2271,footwear,women s clothing,pu good women flats,5,10/5/15,10/2/21
P-9450,B-2437,jewelry,accessories,royal seal creations 40 st color silver zircon n,1.1,3/4/17,10/26/21
P-9680,B-2517,automotive,accessories,say uv sterilizer solid filter cartridge 0 pac,4.8,10/5/17,5/18/21
P-9875,B-2586,clothing,accessories,shonaya printed bhagalpuri art silk sari,2.7,11/5/18,9/24/21
P-9938,B-2604,home furnishing,unknown,shopoj white paper sky lantern 80 cm x 34 cm p,1.5,4/18/16,3/5/21
P-10068,B-2657,automotive,unknown,sj barstel 56m 1000m binoculars 30 mm black,3.2,3/25/19,7/21/21
P-10218,B-2709,clothing,accessories,soie fashion women s sports bra,1.4,10/5/14,10/11/21
P-10290,B-2715,footwear,men s footwear,sonaxo men running shoes,2.8,2/4/19,2/28/21
P-10406,B-2741,automotive,unknown,speedwav 216552 manual rear view mirror right,2.6,3/3/18,5/3/21
P-9411,B-3078,sports fitness,other sports,skating,2.6,1/12/12,2/6/21
P-4374,B-3078,sports fitness,other sports,skating,1.5,1/12/14,12/2/21
P-4095,B-3078,sports fitness,racquet sports,tennis,1.1,1/1/15,1/8/21
P-10534,B-3078,sports fitness,team sports,cricket,4,7/1/15,3/29/21
P-9410,B-3078,sports fitness,other sports,skating,2.5,4/1/17,3/7/21
P-1369,B-235,sports fitness,racquet sports,badminton,4.4,10/4/17,6/28/21
P-3457,B-898,sports fitness,other sports,golf,1.4,5/3/18,8/29/21
P-10499,B-3078,sports fitness,other sports,swimming,5,3/1/19,7/22/21
P-11689,B-3078,sports fitness,other sports,skating,3.6,3/1/19,1/17/21
P-1129,B-170,sports fitness,racquet sports,badminton,2.1,3/18/20,1/27/21
P-4397,B-1145,sports fitness,fitness accessories,mats,1.2,4/18/13,8/18/21
P-9963,B-2608,sports fitness,fitness accessories,mats,3.4,4/18/14,2/27/21
P-72,B-9,sports fitness,outdoor adventure,cycling,3.2,4/23/18,11/10/21
P-7662,B-2047,sports fitness,other sports,swimming,2.2,2/24/18,11/6/21
P-12271,B-3271,sports fitness,fitness accessories,accessories,5,6/24/18,4/15/21
P-3451,B-896,sports fitness,outdoor adventure,camping hiking,1.6,2/25/13,2/12/21
P-10550,B-2764,sports fitness,team sports,cricket,3.6,2/25/13,4/19/21
P-2484,B-608,sports fitness,racquet sports,tennis,3.7,2/25/18,10/6/21
P-8812,B-2274,sports fitness,team sports,cricket,1.8,3/25/20,4/8/21
P-7182,B-1920,sports fitness,outdoor adventure,camping hiking,4,2/28/20,2/7/21
P-2442,B-588,sports fitness,outdoor adventure,camping hiking,4,2/28/20,6/12/21
P-6446,B-3078,sports fitness,team sports,basketball,2.8,12/29/12,5/22/21
P-6445,B-3078,sports fitness,team sports,basketball,4.5,12/29/18,10/9/21
P-4794,B-1265,sports fitness,team sports,cricket,3.8,4/30/14,
P-10525,B-2755,pens stationery,unknown,srpc baoer starwalker executive rollerball pen g,3.2,5/4/19,3/4/21
P-4589,B-1215,sunglasses,hh wayfarer sunglasses,unknown,2.8,10/6/15,2/11/21
P-4587,B-1215,sunglasses,hh aviator sunglasses,unknown,2.3,10/6/17,12/25/21
P-2657,B-670,sunglasses,damemoda wayfarer sunglasses,unknown,4.7,10/6/18,9/13/21
P-7044,B-1866,sunglasses,mikado aviator sunglasses,unknown,3.8,10/6/18,7/21/21
P-2951,B-3078,sunglasses,unknown,unknown,4.7,6/1/20,11/13/21
P-9182,B-2363,sunglasses,redex cat eye sunglasses,unknown,2.2,6/21/17,12/23/21
P-3445,B-893,sunglasses,eye glass wayfarer sunglasses,unknown,2.4,6/24/15,11/3/21
P-10803,B-2861,clothing,women s clothing,tadd men s women s ankle length socks,3,10/5/17,7/31/21
P-10981,B-2914,clothing,women s clothing,the cotton company solid women s polo neck pink,4.6,10/5/15,9/8/21
P-11076,B-2940,clothing,men s clothing,threads pals full sleeve self design men s swe,2.9,4/19/20,5/8/21
P-1793,B-390,tools hardware,tools,gardening tools,5,7/1/13,
P-12396,B-3302,tools hardware,tools,gardening tools,3.8,7/1/13,1/18/21
P-9831,B-2571,tools hardware,tools,gardening tools,3.7,7/1/13,4/15/21
P-10715,B-2821,tools hardware,tools,gardening tools,1.4,7/1/14,1/22/21
P-12401,B-3302,tools hardware,tools,gardening tools,4,7/1/14,9/16/21
P-1790,B-390,tools hardware,tools,gardening tools,5,7/1/14,8/23/21
P-5502,B-1465,tools hardware,tools,gardening tools,3,7/1/14,5/13/21
P-7056,B-1872,tools hardware,tools,gardening tools,1.1,7/1/14,9/13/21
P-9310,B-2411,tools hardware,tools,gardening tools,3.5,7/1/15,10/5/21
P-5078,B-1342,tools hardware,tools,gardening tools,2.3,7/1/15,3/13/21
P-1792,B-390,tools hardware,tools,gardening tools,1.2,7/1/15,12/31/21
P-12406,B-3302,tools hardware,tools,gardening tools,5,7/1/15,1/16/21
P-10716,B-2821,tools hardware,tools,gardening tools,3.4,7/1/15,12/11/21
P-4411,B-1151,tools hardware,tools,gardening tools,3,7/1/15,5/27/21
P-10182,B-2700,tools hardware,tools,gardening tools,2.6,5/4/16,4/19/21
P-3778,B-973,tools hardware,tools,gardening tools,4.2,7/1/16,2/27/21
P-2112,B-473,tools hardware,tools,gardening tools,1.7,7/1/16,6/20/21
P-2448,B-590,tools hardware,tools,gardening tools,3.4,7/1/16,4/23/21
P-12399,B-3302,tools hardware,tools,gardening tools,2.1,7/1/16,10/15/21
P-2810,B-726,tools hardware,tools,gardening tools,4.8,7/1/17,5/9/21
P-12402,B-3302,tools hardware,tools,gardening tools,4.7,7/1/17,11/1/21
P-10718,B-2821,tools hardware,tools,gardening tools,2,7/1/17,5/30/21
P-3143,B-810,tools hardware,tools,gardening tools,1.7,7/1/17,1/20/21
P-9102,B-2331,tools hardware,tools,hardware electricals,1.3,5/4/18,1/14/21
P-3149,B-810,tools hardware,tools,gardening tools,4.7,7/1/18,1/9/21
P-3113,B-802,tools hardware,tools,gardening tools,1,7/1/18,4/6/21
P-3136,B-810,tools hardware,tools,gardening tools,2.7,7/1/18,10/27/21
P-3132,B-810,tools hardware,tools,gardening tools,3.5,7/1/19,7/17/21
P-3129,B-810,tools hardware,tools,gardening tools,4.4,7/1/19,4/22/21
P-4309,B-1115,tools hardware,tools,gardening tools,1.3,7/1/19,
P-1439,B-255,tools hardware,tools,gardening tools,2.4,7/1/20,4/28/21
P-3147,B-810,tools hardware,tools,gardening tools,1.6,7/1/20,2/28/21
P-3148,B-810,tools hardware,tools,gardening tools,2.4,7/1/20,4/3/21
P-7803,B-2074,tools hardware,tools,hardware electricals,4.4,6/17/15,1/18/21
P-9826,B-2567,tools hardware,tools,hardware electricals,1,6/17/17,1/19/21
P-3469,B-901,tools hardware,tools,hardware electricals,4.1,2/25/17,3/8/21
P-9663,B-2515,tools hardware,tools,tool accessories,2.3,12/29/13,5/29/21
P-9673,B-2515,tools hardware,tools,tool accessories,4.2,12/29/17,10/25/21
P-2283,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.3,1/12/12,
P-11232,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.5,1/12/12,10/28/21
P-4213,B-3078,toys school supplies,remote control toys,gifts arts remote control toys,5,1/1/13,1/30/21
P-167,B-3078,toys school supplies,school supplies,geometry pencil boxes,4.4,1/12/13,4/20/21
P-5809,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.1,1/12/13,7/2/21
P-7530,B-3078,toys school supplies,remote control toys,nikko remote control toys,5,1/1/14,3/6/21
P-10123,B-3078,toys school supplies,school supplies,geometry pencil boxes,3,1/12/14,12/15/21
P-7401,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.8,1/12/14,5/3/21
P-12245,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.1,1/12/14,7/1/21
P-12166,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.9,1/12/14,9/9/21
P-2907,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.9,1/12/14,6/8/21
P-9763,B-2544,toys school supplies,action figures,sentinel action figures,2,3/3/14,10/1/21
P-10791,B-3078,toys school supplies,remote control toys,syma remote control toys,1.3,1/1/15,4/4/21
P-2938,B-3078,toys school supplies,school supplies,geometry pencil boxes,4.5,1/12/15,6/5/21
P-10082,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.8,1/12/15,2/14/21
P-10138,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.5,1/12/16,
P-3000,B-768,toys school supplies,action figures,doctor who action figures,4.2,3/3/16,7/19/21
P-5137,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.2,1/12/17,5/15/21
P-166,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.2,1/12/17,3/8/21
P-2917,B-748,toys school supplies,action figures,disney action figures,2,3/28/17,2/11/21
P-6573,B-1729,toys school supplies,toy guns weapons,lotus toy guns weapons,3.9,9/6/17,7/26/21
P-9287,B-2399,toys school supplies,role play toys,riddhi siddhi role play toys,1.7,9/6/17,8/21/21
P-3501,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.5,1/12/18,3/23/21
P-3185,B-3078,toys school supplies,school supplies,geometry pencil boxes,3.3,1/12/18,5/7/21
P-7403,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.1,1/12/18,12/5/21
P-12241,B-3078,toys school supplies,school supplies,geometry pencil boxes,2,1/12/18,4/11/21
P-9030,B-2312,toys school supplies,school supplies,umbrellas,2.5,3/3/18,10/26/21
P-12252,B-3266,toys school supplies,action figures,x plus action figures,1.7,3/3/18,9/23/21
P-12170,B-3246,toys school supplies,action figures,wishkey action figures,4.5,3/3/18,9/9/21
P-8509,B-3078,toys school supplies,school supplies,school bags,2.8,12/12/18,4/10/21
P-2354,B-3078,toys school supplies,school supplies,geometry pencil boxes,1.7,1/12/19,8/21/21
P-2914,B-3078,toys school supplies,school supplies,geometry pencil boxes,2.5,1/12/19,4/23/21
P-325,B-3078,toys school supplies,remote control toys,adraxx remote control toys,1,1/1/20,8/4/21
P-2904,B-747,toys school supplies,action figures,discovery toys action figures,4.5,3/3/20,12/5/21
P-5905,B-1554,toys school supplies,party supplies,balloons decoration,2.7,6/15/18,9/30/21
P-8098,B-2139,toys school supplies,school supplies,school bags,3.6,4/19/13,1/1/21
P-2068,B-456,toys school supplies,school supplies,school bags,5,4/19/19,9/19/21
P-9460,B-2444,toys school supplies,musical instruments toys,rrenterprizes musical instruments toys,1.6,4/24/18,2/3/21
P-453,B-107,toys school supplies,learning educational toys,aimedu toy learning educational toys,2.3,5/24/18,8/20/21
P-2920,B-748,toys school supplies,action figures,disney action figures,4.6,3/28/14,
P-3770,B-968,toys school supplies,school supplies,lunch boxes,2.7,3/28/18,7/7/21
P-2918,B-748,toys school supplies,action figures,disney action figures,1.9,3/28/18,6/3/21
P-11463,B-3060,clothing,unknown,ufo full sleeve solid girl s jacket,4.8,2/4/14,11/24/21
P-11593,B-3105,home improvement,unknown,v g professional hd 37 hair dryer red,4.5,11/4/13,7/6/21
P-11833,B-3182,clothing,women s clothing,vishudh printed women s anarkali kurta,2.3,5/4/17,10/8/21
P-11834,B-3182,clothing,women s clothing,vishudh printed women s straight kurta,3.6,5/4/20,1/21/21
P-3749,B-3078,jewelry,wrist watches,fighter wrist watches,1.4,12/12/12,11/27/21
P-6633,B-3078,jewelry,wrist watches,luba wrist watches,4.1,12/12/12,5/14/21
P-9427,B-3078,jewelry,wrist watches,rorlig wrist watches,1.4,4/12/13,8/8/21
P-10255,B-3078,jewelry,wrist watches,sonata wrist watches,4,7/1/13,8/9/21
P-11162,B-3078,jewelry,wrist watches,timewel wrist watches,1.5,7/1/13,2/9/21
P-4195,B-3078,jewelry,wrist watches,gift island wrist watches,4.5,7/1/13,2/18/21
P-3656,B-3078,jewelry,wrist watches,fastrack wrist watches,2,7/1/13,
P-6901,B-3078,jewelry,wrist watches,maxima wrist watches,4.1,7/1/14,6/10/21
P-4642,B-3078,jewelry,wrist watches,hmt wrist watches,3.9,7/1/14,2/7/21
P-6908,B-3078,jewelry,wrist watches,maxima wrist watches,3.7,7/1/14,8/28/21
P-3803,B-3078,jewelry,wrist watches,flippd wrist watches,3.6,7/1/14,4/27/21
P-3207,B-3078,jewelry,wrist watches,eleganzza wrist watches,3.5,4/12/15,8/11/21
P-11174,B-3078,jewelry,wrist watches,timewel wrist watches,4.1,7/1/15,5/4/21
P-11178,B-3078,jewelry,wrist watches,timewel wrist watches,4.4,7/1/15,1/28/21
P-6871,B-3078,jewelry,wrist watches,maxima wrist watches,2,7/1/15,6/5/21
P-6881,B-3078,jewelry,wrist watches,maxima wrist watches,4.5,7/1/15,9/11/21
P-6859,B-3078,jewelry,wrist watches,maxima wrist watches,3.2,7/1/15,12/4/21
P-8265,B-3078,jewelry,wrist watches,perucci wrist watches,4.5,12/12/15,12/5/21
P-8263,B-3078,jewelry,wrist watches,perucci wrist watches,1.3,12/12/15,3/26/21
P-2107,B-3078,jewelry,wrist watches,calibro wrist watches,2.5,4/12/16,7/11/21
P-2549,B-634,jewelry,watch accessories,wrist bands,4.3,5/6/16,10/26/21
P-11164,B-3078,jewelry,wrist watches,timewel wrist watches,1.3,7/1/16,2/2/21
P-10256,B-3078,jewelry,wrist watches,sonata wrist watches,2.4,7/1/16,5/19/21
P-3821,B-3078,jewelry,wrist watches,fluid wrist watches,3,7/1/16,9/6/21
P-5245,B-3078,jewelry,wrist watches,jazma wrist watches,4,7/1/16,3/31/21
P-6427,B-3078,jewelry,wrist watches,lenco wrist watches,4.6,4/12/17,1/24/21
P-3902,B-3078,jewelry,wrist watches,franck bella wrist watches,3.1,4/12/17,1/8/21
P-2641,B-3078,jewelry,wrist watches,d signer wrist watches,2,4/12/17,3/6/21
P-7627,B-3078,jewelry,wrist watches,noise wrist watches,2.2,7/1/17,11/22/21
P-6873,B-3078,jewelry,wrist watches,maxima wrist watches,5,7/1/17,7/23/21
P-6887,B-3078,jewelry,wrist watches,maxima wrist watches,3.6,7/1/17,2/7/21
P-6637,B-3078,jewelry,wrist watches,luba wrist watches,4,12/12/17,6/10/21
P-8254,B-3078,jewelry,wrist watches,perucci wrist watches,3.4,12/12/17,9/11/21
P-3203,B-3078,jewelry,wrist watches,elantra wrist watches,4.5,4/12/18,12/5/21
P-3321,B-3078,jewelry,wrist watches,escort wrist watches,3.9,4/12/18,2/3/21
P-6269,B-3078,jewelry,wrist watches,lamex timewear wrist watches,4,7/1/18,10/28/21
P-4206,B-3078,jewelry,wrist watches,gift island wrist watches,1.5,7/1/18,3/2/21
P-10264,B-3078,jewelry,wrist watches,sonata wrist watches,4.5,7/1/18,2/12/21
P-10090,B-3078,jewelry,wrist watches,skmei wrist watches,4.4,4/12/19,4/23/21
P-2905,B-3078,jewelry,wrist watches,disney wrist watches,2.1,4/12/19,7/15/21
P-5180,B-3078,jewelry,wrist watches,jack klein wrist watches,5,4/12/19,9/16/21
P-2916,B-3078,jewelry,wrist watches,disney wrist watches,2.7,4/12/19,3/9/21
P-3719,B-3078,jewelry,wrist watches,felix wrist watches,5,4/12/19,11/19/21
P-6858,B-3078,jewelry,wrist watches,maxima wrist watches,2.2,7/1/19,6/3/21
P-3649,B-3078,jewelry,wrist watches,fastrack wrist watches,5,7/1/19,3/24/21
P-3797,B-3078,jewelry,wrist watches,flippd wrist watches,4,7/1/19,7/11/21
P-3642,B-3078,jewelry,wrist watches,fastrack wrist watches,4.4,7/1/19,3/29/21
P-8264,B-3078,jewelry,wrist watches,perucci wrist watches,4.8,12/12/19,11/20/21
